COMPLAINT ID,COMPLAINT TYPE,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date
DOECOMP19139,Noise Complaint,400,,E,RANDOLPH,ST,25,06/08/2000,GRANT PARK                          TESTING NOISE FOR THE CONCERTS AT THE ABOVE LOCATION. DOE CONCERNS ON NOISE LEVE PROBLEMS FOR AJUSTMENT FOR CONTROL LIMITS IN THE AREA.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2552,NOISE COMPLAINT,61,,E,MADISON,ST,40438,,POSSIBLY PLAYING LOUD MUSIC FROM OUTDOOR SPEAKERS AFTER 11:00 PM AT THE ABOVE FACILITY.,"[INSPECTION LOG #: 2478 21-DEC-11 21:40:00] THIS INVESTIGATION FOUND THIS FACILITY (PIZANO'S PIZZA AND PASTA) OPEN FOR BUSINESS. NO EXTERIOR SPEAKER USE OR MUSIC WAS DETECTED AT THIS TIME.


SURVEILLANCE / NO PHOTOS",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP32412,Noise Complaint,8310,,S,MAY,ST,81,08/14/2002,RESIDENTIAL BLDG                    AIR CONDITIONER UNIT CAUSING LOUD NOISE TAKE READING. THE UNIT IN QUESTION IS A SEARS KENMORE MODEL THAT IS MOUNTED IN  A KITCHEN WINDOW THAT IS DIRECTLY ACROSS FROM COMPLAINANTS BEDROOM WINDOW. THE NOISE SOURCE TO BE AUDIBLE HOWEVER IS WITHIN ORDINANCE LEVELS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP27391,Noise Complaint,5812,,W,GIDDINGS,ST,99,09/11/1998,RESIDENTIAL AREA                    A/C UNIT CAUSING VERY LOUD NOISE. COMPLAINANT GAVE WRONG ADDRESS ON 8/14/98 SENT OUT ANOTHER LETTER ON 9/11/98.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP27565,Noise Complaint,600,,W,KINZIE,ST,77,04/21/2005,BLOOMMERS CHOCOLATES                FACTORY HAS NEW METHOD FOR RELEASING STEAM WHICH CREATES VERY LOUD PIERCING NOISE. NO SUSPECT NOISE OBSERVED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
3922,NOISE COMPLAINT,5757,,W,59TH,ST,15725,06/25/2012,"OLYMPIA GYROS - LOUD NOISE FROM FANS AND GENERATOR, ALL TIMES AND ALL HOURS OF THE DAY.",[INSPECTION LOG #: 3686 28-JUN-12 12:34:00] AS AT THIS TIME THE COMPLIANT NOT VALID. SEE THE DETAIL REPORT ON THE REPORT PAGE.,DEPT. OF PUBLIC HEALTH,06/28/2012
DOECOMP18475,Noise Complaint,3729,,N,HALSTED,ST,81,07/09/2010,"BOBBY LOVE'S                        LOUD MUSIC AND ACTIVITY. FOUND FRONT ENTRANCE DOOR AND PATION WINDOWS CLOSED AS PER PREVIOUS DOE AGREEMENT. SOME MUSIC WAS DETECTED, HOWEVER DUE TO AMBIENT NOISE AND TRAFFIC ON BUSY HALSTED STREET, I WAS UNABLE TO CONDUCT CONTINUOUS SPL TESTING FOR 10 MINUTE PERIOD. RESPONDENT FACILITY DID AGREE TO LOWER MUSIC VOLUME AT MY REQUEST.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP31840,Noise Complaint,80,,E,ADAMS,ST,77,09/24/2003,PUBLIC WAY                          ENTERTAINMENT STREET MUSICIANS LATE AFTERNOON 4 TO 6 PM MAKING A LOT OF NOISE PATIENTS & DOCTORS UPSTAIRS FLUID IT VERY DISTURBING. UNALBE TO RESPOND AT TIME OF COMPLAINT. CALLED COMPLAINANT VOICE MAIL STATED THAT HE WOULD NOT BE AT THIS LOCATION UNTIL MONDAY 9/29. I LEFT A MESSAGE THAT HE SHOULD CALL DOE IF THE PROBLEM PRESISTED UPON HIS RETURN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP24491,Noise Complaint,5130,,N,BROADWAY,,63,02/10/1999,BURGE KING                          VERY BAD PA SYSTEM ALSO SMOKE & ODORS. MEASURE THE SOUND PRESSURE LEVEL WITHIN A RESIDENCE WHICH WAS FOUND TO BE IN EXCESS OF ORDINANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19124,Noise Complaint,3907,,W,VAN BUREN,ST,113,05/18/2005,MC DONAUGH CO.                      CONTRACTOR'S WORKER ARE START BEFORE ORDINANCE HOURS AT 6;30 AM (EXCAVATING LOT). ON ONE WAS AVAILABLE AT THIS TIME.. THERE WAS NO PERMITS OR FENCE POSTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP32948,Noise Complaint,850,,N,DEARBORN,ST,9,04/21/1997,KENNY COSNTRUCTION                  DOING CONST. WORK WITH TRUCKS & EQUIPMENT STARTS AT 5:00 AM VERBAL WARNING WAS GIVEN BUT THEY ARE STILL DOING WORK. COMPLAINT INITIALLY DONE 4/10/97,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP20845,Noise Complaint,427,,S,LA SALLE,ST,24,11/07/1994,FLOOD BROS.                         DUMPSTERS EMPTIED BETWEEN 4:30 - 5:30 AM DAILY PLEASE CITE RESPONSIBLE PARTY. VERBAL WARNING GIVEN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1814,NOISE COMPLAINT,608,,W,ALDINE,AVE,40438,,LARGE REFRIGERATION TRUCK PARKED ON THE CORNER OF BROADWAY AND ALINE. THE TRUCK APPARENTLY PROVIDES COLD WATER FOR RUNNERS ON THE MARATHON ROUTE CREATING LOUD GENERATOR NOISE.,"[INSPECTION LOG #: 1823 11-OCT-11 21:10:00] THIS INVESTIGATION DETERMINED 608 W. ALDINE IS NOT A STRUCTURAL ADDRESS.


MY ASSESSMENT OF THE INTERSECTION AT ALDINE / BROADWAY STREETS AND SURROUNDING AREAS DID NOT FIND A REFRIGERATED TRUCK CAUSING A NOISE DISTURBANCE AS REPORTED.





",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP23139,Noise Complaint,4641,,N,CLARK,ST,14,09/18/1996,ANTOJITOS GUATEMALTEOS REST.        NOISE EMANATING FROM EXHAUST FAN ON REAR OF BLDG. NOISE METER READ UNDER 44DBA FROM YARD THERE WAS A RATTLING SOUND FROM TOP OF EXHAUST.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP38378,Noise Complaint,429,,W,127TH,ST,81,04/07/2005,NACME STEEL                         VERY LOUD NOISE AFTER 9 PM DROPPING LARGE STEEL COMING FROM FACILITY. THIS LATE NIGHT MONITORING PERIOD IN UNMARKED VEHICLE IMMEDIATE AND SURROUNDING AREAS NEAR COMPLAINANTS RESIDENCE TO BE VERY QUIET AVERAGING 44 DBA. AS APPRX 12' FT HIGH WALL SEPARTES COMPLAINANT'S RESIDENCE AND RESPONDENT. NO VIOLATION AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP25491,Noise Complaint,528,,N,MAY,ST,86,12/10/2000,CONST SITE                          VERY LOUD NOISE FROM ABOVE LOCATION. NO ONE WAS PRESENT AT SITE DUE TO WEATHER CONDITIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP34795,Noise Complaint,100,,E,WALTON,ST,130,10/30/2008,BERGLAND CONSTRUCTION CO.           CONTRACTOR'S ARE WORKING BEFORE ORDINANCE HOURS 7 AM CREATING LOUD NOISE. NO PERSONNEL ON SITE DURING THE INSPECTION. DOORMAN SAID THAT THE BLDG DOESN'T ALLOW WASTE TO START UNTIL 9 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1101,NOISE COMPLAINT,6148,,N,MILWAUKEE,AVE,40438,,CALLER STATES THAT FACILITY HAS LOUD EXHAUST FAN ON ROOF OF BLDG THAT IS CREATING NOISE AND DISTURBING.,"[INSPECTION LOG #: 1251 29-AUG-11 21:15:00] RECEIVED CALL FROM FACILITY OWNER MIKE JETNER STATING THE EXHAUST FAN IN QUESTION HAD BEEN SERVICED / REPAIRED. 


THIS REINSPECTION CONFIRMED THE UNIT IN QUESTION IS STILL AUDIBLE, BUT IS NOTICEABLY MORE QUIET WITHNO RATTLES, AND IS WITHIN CITY ORDINANCE LEVELS.THIS COMPLAINT IS NOW CLOSED.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP30190,Noise Complaint,700,,W,MONROE,ST,81,03/02/2006,OMEGA DEMOLITION CORP               JACK HAMMERS AFTER ORDINANCE HOURS MAKING VERY LOUD NOISE FROM 9 PM UNTIL 4 AM. THIS PROJECT IS EXEMPT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1400,NOISE COMPLAINT,70,,E,18TH,ST,40438,,CALLER STATES THAT EXHAUST FAN CREATING LOUD NOISE AFTER ORDINANCE HOURS AT 8 PM.,"[INSPECTION LOG #: 1382 12-SEP-11 22:15:00] ARRIVAL TO SITE DETERMINED THE NOISE IN QUESTION WAS NOT AUDIBLE AT GROUND LEVEL. THE COMPLAINANT ESCORTED ME TO HIS FOURTH FLOOR RESIDENCE WHERE I DETECTED THE LOW FREQUENCY DRONE OF MECHANICAL EQUIPMENT. INSIDE OF HIS HOME, THE SPL MEASUREMENTS WERE 44 DBA (HALLWAY)AND 48 DBA (BATHROOM).


ON THE ROOF WHERE THE EQUIPMENT IS POSTIONED MEASURED AT 10'FEET WAS OBVIOUSLY LOUDER AT 72DBA. IT SHOULD BE NOTED THIS INVESTIGATION ALSO DETERMINED THE EQUIPMENT IN QUESTION IS INSTALLED ON THE ROOF DIRECTLY ABOVE THE COMPLAINANT'S RESIDENCE,THEREFORE PROXIMITY IS A FACTOR AND CONCERN.


I INFORMED THE COMPLAINANT THAT THIS ASSESSMENT DID FIND THE EQUIPMENT IN QUESTION AUDIBLE INSIDE HIS RESIDENCE, HOWEVER THE NOISE ON THIS DAY DID NOT EXCEED CITY ORDINANCE LEVELS.


",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP28900,Noise Complaint,630,,N,FRANKLIN,ST,81,05/04/2011,RESIDENTIL BLDG.                    CALLER STATES HIGH PITCH NOISE 24 HOURS A DAY. THIS INVESTIGATION DETECTED NO DISTINGUISHABLE HIGH PITCH NOISE AS REPORTED. HOWEVER THIS INVESTIGATIOR DOES RECALL A SIMILAR COMPLAINT AT THIS LOCATION. AT THAT TIME THE NOISE IN QUESTION WAS DETERMINED TO BE EMANATING FROM 630 W FRANKLIN. I WILL REQUEST A DOE DAY INSPECTOR TO CONDUCT FOLLOW UP.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP30752,Noise Complaint,720,,N,WELLS,ST,16,05/17/1994,CAIRO LOUNGE                        VERY LOUD NOISE FROM BAND PLAYING MUSIC FROM CAIRO LOUNGE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP31323,Noise Complaint,731,,N,STATE,ST,135,07/03/2008,HOLY NAME CATHEDRAL                 CALLER STATES THAT WORKERS ARE STARTING CONSTRUCTION AT 11 PM AND LATER AFTER ORDINANCE HOURS CREATING A LOT OF NOISE. NO VIOLATION FOUND BUT GAVE VERBAL WARNING ON AFTER/BEFORE HOURS WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP33487,Noise Complaint,8561,,S,ROCKWELL,ST,8,08/19/1996,CSX RAILROAD                        TRAIN STOPS IN BACK OF HOMES FOR LONG PERIODS OF TIME WHILE RAILROAD CARTS ARE BEING UNLOADED THE SOUND IS VERY LOUD.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP33630,Noise Complaint,907,,N,WOOD,ST,14,04/07/1997,NEW CONSTRUCTION                    EARLY MORNING CONST. & CAUSING DUST DUE TO THE CUTTING OF CONCRETE. JOB HAS BEEN SHUT DOWN BY BLDG. DEPT. NO WORK GOIN ON WILL RETURN TO ISSUECA,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2467,NOISE COMPLAINT,1045,,N,RUSH,ST,40438,,EXCESSIVE NOISE FROM MUSIC BETWEEN 1 AM AND 5 AM DOOR ARE FREQUENTLY KEPT OPEN.,"[INSPECTION LOG #: 2428 08-DEC-11 00:10:00] THIS INVESTIGATION FOUND THE FACILITY OPEN FOR BUSINESS. CANVASSING THE PERIMETER AND THE IMMEDIATE/ SURROUNDING AREAS DID NOT DETECT ANY MUSIC AT 100' FEET AWAY.


AT THE REAR OF THE FACILITY'S GARBAGE DISPOSAL / BREEZEWAY AREA(ON EAST CEDAR STREET), I WAS ABLE TO DETECT SLIGHT AUDIBLE LOW BASS FREQUENCY, HOWEVER SAME WAS NOT AUDIBLE AT 100' FEET AWAY.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP35274,Noise Complaint,1550,,S,STATE,ST,77,06/25/2002,WICKLANDER PRINTING CORP            THERE IS A LOUD BUZZING COMING FROM THE BLDG POSSIBLY THE ROOF CAUSING EXTREMELY NOISE ESPECIALLY AFTER 9 PM & CONTINUING ALL NIGHT THERE IS ALSO A STRONG ODOR POSSIBLY FROM THE PRINT.  THE SITE WAS NOT OPERATING ONLY CLEANING PERSONNEL WERE PRESENT SOME MACHINERY PERHAPS HVAC WAS OPERATING..,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP27377,Noise Complaint,5721,,N,CLARK,ST,11,10/29/1998,ESPERANZA CAFE                      HEAVY NOISE POLLUTION AT ABOVE LOCATION FOR RESIDENT IN SORROUNDING AREA. OBSERVED & WITNESS NOISE EMANATING FROM THE RESTAURANTS EXHAUST EQUIP,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP14208,Noise Complaint,3012,,N,BROADWAY,,11,09/23/1999,DOMINICK'S                          MAKING DELIVERIES BETWEEN 10:30 PM ON 9/22/99. STORE MANAGER WAS ADVISED & REMINDED CITATIONS WILL BE ISSUED FOR ORDINANCE RELATED OFFENSES.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP22119,Noise Complaint,4528,,W,DIVISION,ST,11,08/24/1993,CA 921-180 COURT DATE 9/30/93 FOR CONTINUOUS WHINE EMANATING FROM MACHINERY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP32106,Noise Complaint,7845,,S,LAFLIN,ST,17,07/14/1998,"PARKING LOT                         VERY LOUD BULLDOZERS, DUST & DIRT BLOWING INTO COMPLAINANT WINDOWS.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP39882,Noise Complaint,5839,,W,BYRON,ST,81,12/30/2005,RESIDENTIAL BLDG.                   REHAB CONSTRUCTION WORK IS TAKING PLACE UNTIL 1:00 AM AND 2:00 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP19554,Noise Complaint,3927,,W,HARRISON,ST,110,06/12/2007,HENRY ICE DELIVERY                  VERY FAN COMING FROM FACILITY GOING ON NOW.  ONE OF THE CHILLERS WAS IN OPERATION BUT THE NOISE LEVEL WAS IN VIOLATION AT THIS TIME. I GAVE THE OWNER A VERBAL WARNING ABOUT NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1502,NOISE COMPLAINT,2040,,W,HADDON,AVE,10937,,MOSTLY MONDAY AT 5 AM SOMETIMES DURING THE WEEK. SCAVANGER PICKIING UP GARBAGE TO EARLY CREATING LOUD NOISE. LP# 9709 S TRUCK # T80407.,[INSPECTION LOG #: 1520 20-SEP-11 07:06:00] PRIVATE TRASH HAULER VEOLIA WASTE SERVICESFOR 2047 W. DIVISION (50/50 RESTAURANT). TRASH WAS NOT COLLECTED DURING THE INSPECTION.FOLLOW UP INSPECTION PENDING.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP36028,Noise Complaint,2159,,E,71ST,ST,130,04/27/2009,FAMILY DOLLAR STORE                 LOUD HUMMING NOISE COMING FROM ROOF 24/7 HRS A DAY. SPOKE WITH THE MANAGER SHE STATED THAT THEY HAD ALREADY DISPATCHED A MAINTENANCE TO RESOLVE THIS PROBLEM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP35810,Noise Complaint,2301,,W,107TH,ST,67,10/01/1999,RESIDENTIAL AREA                    CONTRACTOR WORKING BEFORE ORDINANCE HOURS AT 6:45 AM VERY LOUD NOISE. COMPLAINANT STATED THAT CONSTRUCTION WAS COMPLETED ON 10/1/99.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP21086,Noise Complaint,429,,W,127TH,ST,69,10/12/2005,NACME STEEL                         VERY LOUD NOISE AT 5:30 AM WITH TRUCKS DUMPING AND LOADING STEEL ALSO FUMES COMING FROM TRUCKS. AT THIS TIME NO NOISE OBSERVED. SPOKE WITH MANAGER HE STATED THEY LOADS AND UNLOADS WITHIN THE ORDINANCE HOURS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP24498,Noise Complaint,518,526,W,26TH,ST,110,09/26/2005,"CONSTRUCTION SITE                   CONSTRUCITON WORK - DRILLING, CUTTING BRICKS, GROUND SHAKES. EVERY MONING AROUND 6:45 AM, LOTS OF NOISE. SPOKE WITH THE CONTRACTOR HE STATED THAT THEY START AT 7:30 AM I EXPLAIN TO HIM THAT THEY CAN NOT START WORK BEFORE 8 AM AND GAVE THEM A VERBAL WARNING. HE STATED THAT HE WILL COMPLY WITH ORDINANCE.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP38712,Noise Complaint,550,552,W,ROSCOE,ST,16,08/10/1995,RESIDENTIAL AREA                    A/C UNIT CAUSING VERY LOUD NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2043,NOISE COMPLAINT,445,,E,OHIO,ST,10937,,CONTRACTOR ARE WORKING BEFORE 7 AM CREATING LOUD NOISE MULTI LEVEL PARKING LOT.,"[INSPECTION LOG #: 2100 26-OCT-11 08:00:00] W.E. ONEIL CONSTRUCTION SITE, 441 E. OHIO, CHICAGO, ILLINOIS


INTERVIEWED SITE SUPERINTENDENT JAMES LONG REGARDING COMPLAINTS OF NOISE FROM CONSTRUCTION EQUIPMENT. OBSERVEDWORKERS ON SITE STAGING EQUIPMENT, DELIVERYTRUCKS ARRIVED TO THE SITE BEFORE 7AM. MINIMAL NOISE WAS DETECTED AT THIS TIME. INFORMED SITE SUPERINTENDENT OF NOISE ORDINANCE AND RESTRICTIONS.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP29374,Noise Complaint,6538,,N,CLARK,ST,9,04/23/1997,PALETERIA ARCOIRIS RESTAURANT       REGRIGERATE PRESS UNIT THAT THEY BUILT THEMSELF THAT CAUSING VERY LOUD NOISE ALL DAY. I INSPECTED 2 REFRIG. UNITS WHICH WERE IN OPERATION NO VIOL.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP23832,Noise Complaint,4900,,S,ROCKWELL,ST,21,03/17/1998,LOUD CONSTRUCTION NOISE. I FOUND THAT THE LOUD CONST. NOISE WAS NOTHING MORE THAT THE REMOVAL OF AN UST WILL ONLY BE THERE ONE DAY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP35890,Noise Complaint,210,,S,DESPLAINES,ST,87,06/18/2003,LINN MATHES                         THE CONTRACTORS ARE STARTING CONSTRUCTION EARLY IN MORNING AT 7 AM MAKING A LOT NOISE. SPOKE WITH THE PROJECT MANAGER GAVE A VERBAL WARNING ABOUT THE START TIME NOT TO BEGIN BEFORE 8 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP33541,Noise Complaint,875,,N,RUSH,ST,11,04/01/1999,RAILROAD RETIREMENT BLDG.           RUNNING HVAC SYSTEM AFTER 11:00 PM VERY LOUD NOISE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2320,NOISE COMPLAINT,2324,,W,WARREN,BLVD,10937,,"BUILDING BEHIND THE COMPLIANT'S ADDRESS, APPROXIMATELY 2330 W WARREN RUNNING COMPRESSOR ALL DAY AND NIGHT.","[INSPECTION LOG #: 2284 15-NOV-11 07:16:00] UPON ARRIVAL I CANVASSEDTHE AREA OF WASHINGTON AND WESTERN AND DETECTED A GENERATOR IN USE AT 2322-24 W. WARREN AVE., RESIDENTIAL 2FLAT BUILDING. THE GENERATOR APPEAR TO BE USED AS THE SOLE POWER SOURCE FOR THIS LOCATION.NO OTHER GENERATORS WERE OBSERVED IN USE AT THIS TIME.",HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP31876,Noise Complaint,800,,N,WELLS,ST,9,05/20/1997,CITGO SERVIES STATION               VERY LOUD NOISE FROM SPEAKER SYSTEM. I MET WITH STATION MNGR. INFORM HIM OF THE NOISE VIOLATION RE THEIR SPEAKER SYSTEM HE WILL IMMEDIATELY LOWER IT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
2329,NOISE COMPLAINT,1934,,N,BISSELL,ST,10937,,LOT WITH ALL THEIR CONSTRUCTION VEHCILES AND MACHINERY COMPLETELY OUT OF CONTROL START AT 7:30 AM VERY LOUD NOISE.,[INSPECTION LOG #: 2336 25-NOV-11 07:00:00] OBSERVED BUILDING MATERIAL REMOVED FROM PUBLIC WAY. NO EXCESSIVE DEBRIS WAS OBSERVED AT THIS TIME. OBSERVED TRACTORS PARKED ON PUBLIC WAY. PERMITS WERE POSTED FOR PUBLIC WAY USE. WASTE DUMPSTER AVAILABLE FOR CONSTRUCTION DEBRIS.,HISTORIC DEPT. OF ENVIRONMENT,
DOECOMP19933,Noise Complaint,4050,,N,BERNARD,ST,86,08/09/2001,RESIDENTIAL AREA                   STARTING CONST EVERY MORNNG BET THE HOURS OF 6:30 AM BEFORE ORDINANCE CAUSING LOUD NOISE. OBSERVED THE OPERATION CRANE BEFORE 8:00 AM.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP27560,Noise Complaint,600,,W,KINZIE,ST,77,03/25/2003,BLOMMER'S CHOCOLATE                 NOISE FROM STEAM VENTING INTO THE AIR. NO ENVIRONMENTAL VIOLATIONS OBSERVED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
DOECOMP36552,Noise Complaint,2852,,S,TROY,ST,11,09/20/1994,NOISE/FUMES FROM TRACTOR TRUCKS ON LOT OWNED BY RESIDENCE AT ABOVE ADDRESS. VERBAL WARNING GIVEN.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012
1964,NOISE COMPLAINT,3558,,W,HARRISON,ST,10937,,FACILITY OPERATING A GENERATOR BEFORE 5:30 AM CREATING LOUD NOISE.,[INSPECTION LOG #: 2022 19-OCT-11 11:27:00] INTERVIEWED MANAGEMENT AND ENGINEERING STAFF REGARDING NOISE COMPLAINT. STATED THAT ALL MANUFACTURING EQUIPMENT WAS RUNNING PROPERLY. MANAGEMENT FURTHER STATED THAT SLUDGE WAS REMOVED FROM THE BUILDING TODAY AND APPROX. 7AM IN THE ALLEY THAT MAY HAVE CAUSED THE NOISE DETECTED. DURING THE SITE WALK THROUGH NO EXCESSIVE NOISE WAS DETECTED. MANAGEMENT STATED THAT THEY WOULD CONTACT THE SLUDGE PUMPING COMPANY TO REMOVE WASTE AFTER 8AM FOR FUTURE REMOVALS.,HISTORIC DEPT. OF ENVIRONMENT,
